5384,6/29/2006 0:00:00,64,Lote,Buenos Aires,La Plata,City Bell,Sobre Calle,,5331 // 455-30 y31,,,"lote baldio, al lado de casa alpina",1,1,1,0,0,0,0,,,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,US,30000,,
5540,7/27/2006 0:00:00,108,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,Tolosa, // 18 entre 531 y 532,,,,1,1,1,0,1,0,0,,90,300,3,2,4,15,2,0,0,1,0,1,0,1,0,1,0,"Casa de 90 metros cubiertos, sobre un lote de 10 X 30 metros. Cuenta en planta baja con cocina, comedor, baño con ducha, dos dormitorios de 3 X 3 metros, garage para un auto, patio de 10 X 3 metros con parrilla, galpón precario con lavadero, y parque de 10 X 20. En planta alta cuenta con un dormitorio de 4 X 3,50 con placard y baño con bañera. Su estado general es bueno.",,,0,,,,
5770,7/23/2008 0:00:00,108,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,Los Hornos, // 62 entre 145 y 146,,,,1,1,1,0,1,0,1,,70,,2,1,3,40,1,9,0,0,0,1,0,0,0,0,0,"Casa al frente. Cuenta con un living, cocina comedor, dos dormitorios con placard, baño completo, galpón precario, amplio parque y entrada de auto. Posee, tambien, línea telefónica. Su estado general es muy bueno.",,,0,,,,
5811,9/6/2006 0:00:00,56,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,Plaza Italia, // 45 y 6,,,,1,1,1,0,1,1,1,,200,,4,0,4,0,3,1,0,1,1,0,0,0,0,1,0,"Consta de living comedor, cocina, comedor diario, 3 dormitorios, 2 baños, habitación y baño de servicio, cochera, baulera, lavadero, doble entrada",,,0,,,,
5837,6/11/2009 0:00:00,137,Oficina,Buenos Aires,La Plata,La Plata,Sobre Calle,, // 11 y 53,,,A una cuadra de Plaza Moreno y de la Municipalidad de la Plata. A estrenar.SE OFRECE EN VENTA SOLAMENTE. ,1,1,1,0,1,1,1,,88,,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,"A ESTRENAR, SUB SUELO, DOS AMBIENTES AMPLIOS, DEPOSITO, PATIO. ",,,0,,,,
6351,6/11/2009 0:00:00,137,Galpón,Buenos Aires,La Plata,La Plata,Sobre Calle,,6296 // Ruta 11 y 643,,,Galpón en excelente estado.,0,0,0,0,0,0,0,,375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Entrada para camiones; portón alto; pisos de concreto; techo de chapa.,,,0,US,70000,,
6624,2/1/2007 0:00:00,60,Galpón,Buenos Aires,La Plata,La Plata,Sobre Calle,,6566 // Cno General Belgrano e 28  y 29,,,,1,0,1,0,0,0,0,,200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cuenta con porton de camiones y fosas, construido sobre un lote de 8 x 32",,,0,US,50000,,
6686,6/17/2011 0:00:00,130,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,,12709 // Avenida 13 e/ 41 y 42,,,CASA 2 PLANTAS CON LOCAL Y DEPENDENCIAS,1,1,1,0,1,1,1,,225,,3,0,0,0,2,0,1,1,1,0,1,1,0,1,1,"CASA DE 2 PLANTAS,PB,LOCAL, COCHERA, RECIBIDOR, LIVING COMEDOR, COCINA COMEDOR, BAÑO COMPLETO, LAVADERO CUBIERTO, AMPLIO PATIO Y DEPARTAMENTO DE 1 DORMITORIO. PA 3 DORMITORIOS CON PLACARD, BAÑO COMPLETO, BALCON Y TERRAZA. LUMINOSA Y MUY BUEN ESTADO.",,,0,US,0,,
6698,10/5/2010 0:00:00,137,Casa,Buenos Aires,La Plata,Los Hornos,Sobre Calle,,8649 // 58 y 141,,,"A estrenar, con cochera, 3 dormitorios y tres baños.CONSULTE",1,1,1,0,1,1,1,,140,,3,0,4,1,3,9,0,1,0,0,0,1,0,1,0,"CASA AL FRENTE, 3 DORM, UNO EN SUITE CON VESTIDOR COC/SEP/LAV, 3 BAÑOS, LIV/COM, PATIO INTERNO, QUINCHO, COCHERACONSULTE",,,1,US,0,,
6781,3/6/2007 0:00:00,108,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,City Bell, // 24 entre 471 y 472,,,,1,1,1,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lote de 12 X 51,20 metros, con alambrado y portón.",,,0,,,,
6894,3/21/2007 0:00:00,132,Lote,Capital Federal,Capital Federal,Capital Federal,Sobre Calle,EL CHUY,6840 // URUGUAY,,,"DEPARTAMENTO DE ROCHA,LIMITE CON BRASIL,PROXIMO AL CENTRO COMERCIAL CHUY URUGUAY BRASIL,FORTALEZA SANTA TERESA,LAGUNA NEGRA.",0,0,0,0,0,0,0,540,,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOTE ESQUINA DE 20 X 27.,,,0,PE,63000,,
6895,5/26/2011 0:00:00,132,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,V.GARIBALDI,6841 // DIAG.131Y 640,,,,1,1,0,1,0,1,1,3067,,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SON DOS LOTES DE 52X26 Y 35X49 = 3.067M2,,,0,PE,180000,,
7019,2/16/2011 0:00:00,137,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,6972 // 73 y 1,,,triplex a estrenar con cochera descubierta.,1,1,1,0,1,1,1,,105,,3,0,4,0,2,3,0,1,0,0,1,0,0,1,1,"consulte terminaciones de primera categoria, alto nivel",,,1,US,0,,
7020,2/16/2011 0:00:00,137,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,6973 // 73 E/ 1 Y 2,,,"Dúplex al fondo, a estrenar, con cochera.",1,1,1,0,1,1,1,,85,,2,0,3,0,2,3,0,1,0,0,1,1,0,1,0,"DUPLEX, CONTRA FRENTE A ESTRENAR, PB: COC/COM, BAÑO, PATIO, PA: 2 DORM C/PLAC, BAÑO COMPLETO, BALCON. COCHERA. ",,,1,US,0,,
7182,5/5/2011 0:00:00,137,Departamento,Buenos Aires,La Plata,Los Hornos,Sobre Calle,,7140 // 58 Y 141,,,"Departamento de dos dormitorios, a estrenar.",1,1,1,0,1,1,1,,60,,2,1,3,0,1,5,0,1,0,0,0,0,0,1,0,Living comedor; dos dormitorios; cocina separada; lavadero. Opcional: cochera.,,,1,US,60000,,
7187,5/5/2011 0:00:00,137,Departamento,Buenos Aires,La Plata,Los Hornos,Sobre Calle,,7145 // 58 Y 141,,,"Departamento a estrenar, en Planta Baja, con jardín, patio y cochera descubierta.",1,1,1,0,1,1,1,,104,,3,1,4,0,2,5,0,1,0,0,0,1,0,1,0,Living comedor; tres dormitorios con placard; dos baños; cocina separada tipo pasillo; lavadero; jardín; patio; cochera descubierta.,,,1,US,85000,,
7194,9/8/2010 0:00:00,137,Lote,Buenos Aires,Berisso,Berisso,Sobre Calle,,7151 // 13 Y 127,,,"Medidas 40 x 67,",0,1,0,0,0,0,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,US,25000,,
7590,11/20/2009 0:00:00,60,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,8958 // 1 e 58 y59,,,,1,1,1,0,1,1,1,6,62,68,2,1,3,10,1,5,1,0,1,1,1,0,0,1,1,"Semipiso al frente, living comedor con amplio balcon, cocina instalada, baño completo con hidromasaje, 2 dormitorios con placares, todo el departamento con piso tarugado. impecable.-",,,0,US,85000,,
7677,6/19/2008 0:00:00,132,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,Punta Lara,7626 // 106 -9 y 11,,,A cuatro cuadras de la playa( entrada por la Pergola) ,1,1,0,1,0,0,0,340,60,400,1,1,3,35,1,9,0,1,0,1,0,1,0,1,0,"Casa tipo Americana de 1dormitorio,escritorio,cocina-comedor,baño con ducha,parrilla,entrada de autos varios,cancha de bochas y gran espacio verde",,,0,PE,75000,,
7830,9/20/2007 0:00:00,64,Lote,Buenos Aires,La Plata,Joaquin Gorina,Sobre Calle,,7773 // 482-134 y135,,,loteo nuevo por geodecia,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lotes desde  1000m2 (valor del m2 $100.-).consulte.varios135esq 482-1775m2 32x48135 entre 482 y483- 2009m2  40x51135 esq 483- 1807m2 33x53482-135 y134A- 1050m2 30x35133 es 482- 1932m2 32x52134 A e482 y483- 2352m2 39x60134A e 482 y 483- 1824m2 33x55 ,,,0,PE,150,,
7868,9/27/2007 0:00:00,82,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,,7810 // 7 y 502,,,"Casa tipo americana en muy buen estado, sobre lote de 10 x 43.",1,1,1,0,1,0,0,,100,,2,0,3,0,0,9,0,1,0,1,0,0,1,0,0,"Living comedor, dos dormitorios con placard, cocina comedor con desayunador, garage pasante, depósito, piscina de fibra. Todos los servicios.",,,0,US,0,,
7869,9/27/2007 0:00:00,82,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,,7811 // 27 y 64,,,"Casa interna en buen estado, sobre lote de 150 m2.",1,1,1,0,1,0,0,,85,,2,0,3,0,0,9,0,0,0,0,0,1,0,1,0,"Living, dos dormitorios con piso de parquet, cocina, comedor diario, baño, lavadero semicubierto, 2 patios, parrilla.",,,0,PE,149000,,
7870,9/27/2007 0:00:00,82,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,7812 // 5 y 47,,,"Departamento en primer piso al contrafrente, en excelente estado.",1,1,1,0,1,0,0,,40,,1,1,2,0,1,5,0,0,0,0,0,0,0,1,0,"Un dormitorio con placard, cocina comedor completa, baño completo.",,,0,US,45000,,
7871,9/27/2007 0:00:00,82,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,7813 // 54 y 10,,,"Departamento al contrafrente, ideal para inversores.",1,1,1,0,1,0,0,,40,,1,1,2,0,1,5,0,0,0,0,0,0,0,1,0,"Un dormitorio con placard, cocina comedor, baño, lavadero.",,,0,PE,130000,,
7873,9/27/2007 0:00:00,82,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,7815 // 6 y 53,,,"Semipiso al frente, nuevo, en muy buen estado.",1,1,1,0,1,0,0,,70,,2,1,3,0,1,2,0,0,0,0,0,0,0,1,0,"Living comedor amplio, dos dormitorios (1 con placard), baño completo, cocina comedor.",,,0,US,55000,,
7874,9/27/2007 0:00:00,82,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,7816 // 22 y 38,,,Impecable dúplex al frente. Oportunidad.,1,1,1,0,1,0,0,,82,,2,2,3,0,1,3,0,1,0,0,0,1,0,1,0,"Living comedor amplio (funciona como garage), dos dormitorios amplios, cocina comedor, 2 baños, patio, lavadero cubierto.",,,0,US,58000,,
7875,9/27/2007 0:00:00,82,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,7817 // 4 y 46,,,Departamentos a estrenar desde u$s 65.000.-,1,1,1,0,1,0,0,,60,,2,1,3,0,0,5,0,0,0,0,0,0,0,1,0,"Living comedor, dos dormitorios, cocina, baño completo.",,,0,PE,0,,
7876,9/27/2007 0:00:00,82,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,7818 // 67 y 23,,,"Dúplex en primer piso por escalera, al contrafrente. Impecable; muy luminoso.",1,1,1,0,1,0,0,,,,2,2,3,0,0,3,0,0,0,0,0,0,0,1,0,"Living/estar/comedor, dos dormitorios con placard, dos baños, balcón, solarium, lavadero.",,,0,US,0,,
7877,9/27/2007 0:00:00,82,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,,7819 // 157 y 60,,,Medidas: 20 x 60. Sobre asfalto.,0,0,0,0,0,0,0,,,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,US,16000,,
7878,9/27/2007 0:00:00,82,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,,7820 // 159 y 41,,,"Medidas: 10 x 50, mejorado.",0,0,0,0,0,0,0,,,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,PE,25000,,
7879,9/27/2007 0:00:00,82,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,,7821 // 46 y 142,,,Medidas: 13 x 48. Todos los servicios.,0,0,0,0,0,0,0,,,624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,PE,53000,,
7880,9/27/2007 0:00:00,82,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,,7822 // 139 y 39,,,"Dos lotes de 20 x 40 cada uno, con todos los servicios. El precio es por c/u.",0,0,0,0,0,0,0,,,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,PE,55000,,
7910,6/3/2010 0:00:00,133,Oficina,Buenos Aires,La Plata,La Plata,Sobre Calle,Tribunales,9971 11868// 47 y 13,,,SE OFRECE EN VENTA SOLAMENTE.,1,1,1,0,1,1,1,,,,6,2,10,10,4,0,0,0,0,1,0,1,0,1,0,"Importante propiedad edificada en dos plantas iguales sobre un lote de 10 x 40, la edificacion en cada planta se compone de: Gran recepcion, importante sala de reuniones, 3 ofici9nas grandes y luminosas, baño de damas y de caballeros, cocina, en planta baja hay un gran fondo libre parquizado (Ideal Estudio Juridico, Escribania, etc)se vende el 50% del condominio indiviso. CONSULTE.....",,,0,US,0,PE,0
7962,10/17/2007 0:00:00,108,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,, // 6 entre 44 y 45,,,,0,0,0,0,0,0,0,,30,,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,,,,0,,,,
8093,8/25/2010 0:00:00,132,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,!!!ALQUILADO!!!!,8034 // 116-524 y 525,,1º,Acepta permutas menor valor a reciclar,1,1,1,0,1,0,0,32,63,95,2,0,4,6,1,5,0,0,0,0,0,1,0,1,0,"Departamento tipo casa en 1º piso por escalera,reciclado totalmente a nuevo, muy luminoso y en muy buen estado,2dormitorios,living-comedor,cocina-comedor,lavadero y gran patio.",,,0,US,48000,,
8119,6/28/2010 0:00:00,77,Casa,Buenos Aires,Vicente Lopez,Vicente Lopez,Sobre Calle,Residencial,8060 // Gaspar Campos,,,Ombú,1,1,1,0,1,1,1,,1100,,4,3,7,45,0,9,0,1,1,1,0,1,1,1,1,"**POSIBILIDADES DE FINANCIACION**SE ESCUCHAN OFERTAS**Importante residencia en distinguida zona sobre terreno de 3200 m2 y 1100 m2 cubiertos. Ideal sede para representaciones diplomáticas, residencia familiar, ejecutivos o todos aquellos a los cuales su actividad le demande resonantes acontecimientos sociales, ya sea en ambientes naturales y/o cubiertos.----------------------------------------------------PLANTA BAJA: porche de entrada, hall de recepción con importante tolete compartimentado, pisos de mármol y contiguo a este, sala específicamente funcional al área con vista a jardines, pisos en roble, hogar con frente de mármol, importante bar con barra en madera diseñado especialmente para el lugar. Living, situado inteligentemente entre la sala-recepción y comedor principal, piso en roble, grandes ventanales con vista al sector de esparcimiento, hogar con frente de mármol; comedor, con paredes enteladas, hogar con frente y lateral en madera labrada, vitrina esquinera en madera maciza y cristal biselado. Hall secundario de acceso al inmueble desde jardìn lateral; conduce a cocina y comedor principal y dependencias. Consta de tolete de recepción disimulado por doble puerta espejada; por este lugar, se accede a planta alta, vía escalera de servicio; cocina con muebles de madera laqueada en colo blanco, anafe de 4 hornallas con campana con luz y extractor, horno empotrado, breakfast, comedor diario con vista al frente del inmueble, con modular patinado en gris y blanco, paredes ídem. Area de servicio separada, pero a la vez integrada, a la cual se accede por cocina, que consta de despensa, lavadero, y en entrepiso, habitación y dependencia de servicio. La totalidad de los ambientes de esta planta, se caracterizan porque se van sucediendo de forma articular y en círculo.---------------PLANTA ALTA: acceso por escalera principal consturida integramente en mármol, la cual comienza en el hall principal de recepcion. Por esta, se llega a hall de acceso del sector íntimo de esta planta, pasos distribuidores con pisos de mármol, en donde se encuentran placards con bauleras y mueble botinero, cuatro dormitorios con pisos en roble con sus respectivos placards, frigobar, dos de ellos en suite con hidromasaje; escritorio o quinto dormitorio, también con piso de madera; un ambiente, destinado a sauna, integramente revestido para ese fin; baño completo con cerámico hasta techo, grifería de bronce, cabina con duchado manual.---------SECTOR EXTERNO: circundada la residencia por espacios verdes y con elementos enclavados dispuestos a brindarle tanto al morador como visitantes, los mejores momentos de solaz relax y esparcimiento, cuenta por ejemplo con importante quincho revestido exterior e interiormente en ladrillo a la vista , grandes ventanales hacia los jardines, hogar, parrilla, horno, cocina completamente instalada con muebles macizos de algarrobo, bar con bodega, asador esterior contiguo con cerramiento especialemnte vidriado y cumbrera piramidal, baño (de quincho) con hidromasaje : Casa de caseros, piscina para mayores con sector para tragos con banquetas y barra, solarium, deck, piscina para los más pequeños, todas con iluminación, baño y vestuario con duchas en subsuelo con doble acceso, tanto desde piscina, como internamente desde jardín de invierno enplazado en el espacio verde, cubierto completamente con cerramiento vidriado transparente y cúpula piramidal,con deck, yacuzzi, solarium, con instalación para utilización nocturna también. Adornan el jardín, fuentes decorativas con luces, pajarera. El sector de estacionamiento para vehículos cuenta con acceso de calle en sendero de doble circulación en ""U"". ",,Mapas/8119/,0,US,2100000,,
8251,7/15/2009 0:00:00,132,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,Aeropuerto,8192 // 609  4bis y 5,,,Lote de 30 x 200,1,1,1,0,1,0,0,,,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,US,50000,,
8346,1/24/2008 0:00:00,132,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,Aeropuerto,8290 // 642 y 7,,,A media cuadra de la avenida 7.,0,1,0,1,0,0,1,,,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lote de 10 x 50 con construcción. 140 m2 de base con encadenado. 2 dormitorios terminados y otros ambientes sin techar.,,,0,PE,150000,,
8347,2/20/2008 0:00:00,132,Casa,Buenos Aires,La Plata,La Plata,Sobre Calle,Aeropuerto,8291 // 642 y 7,,,A media cuadra de la avenida 7.,0,1,0,1,0,0,1,360,,500,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"A terminar. Tiene 2 dormitorios terminados. Cocina , Living, Comedor, otro dormitorio falta techar.",,,0,PE,150000,,
8385,6/11/2011 0:00:00,130,Lote,Buenos Aires,La Plata,City Bell,Sobre Calle,,8327 // pellegrini entre 17 y 18,,,"EXELENTE ZONA CENTRICA, CON CASA EN BUEN ESTADO",1,1,1,0,1,1,1,,,2688,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,"EXELENTE ZONA, CON CASA DE VARIOS DORMITORIOS Y CASA DE CASEROS, SUBDIVIDIBLE EN 3 LOTES. TODOS LOS SERVICIOS ¡¡¡ TOMA DEPTO. EN CAPITAL Y EN LA PLATA.",,,0,US,0,,
8585,3/26/2008 0:00:00,108,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,, // 33 entre 21 y 22,1309,4,,1,1,1,0,1,0,0,,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excelente duplex a estrenar, al contra frente. Cuenta, en planta baja, con cocina comedor, lavadero, y en planta alta, con dormitorio con placard y baño completo con bañera. ",,,0,,,,
8627,11/23/2009 0:00:00,60,Departamento,Buenos Aires,La Plata,La Plata,Sobre Calle,,8553 // 5 e/ 68 y 69,,,,1,1,1,0,1,1,1,,60,70,2,0,3,40,1,5,1,0,1,0,1,1,0,1,0,"2 dormitorios, hall, cocina comedor, baño completo, 2 patios",,,0,US,50000,,
8651,4/26/2010 0:00:00,132,Casa,Buenos Aires,La Plata,City Bell,Sobre Calle,,8577 // 475 24 y 26,,,,1,1,1,0,0,0,1,370,80,450,2,1,4,30,1,0,0,0,0,1,0,0,0,0,0,"MUY BUEN LUGAR Y BUEN LOTE,LA CASA ES PARA RECICLAR O DEMOLER.ACEPTA AUTO EN PARTE DE PAGO",,,0,US,85000,,
8652,4/26/2010 0:00:00,132,Lote,Buenos Aires,La Plata,City Bell,Sobre Calle,,8578 // 475 24 Y 26,,,,1,1,1,0,0,0,1,,,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CON CONSTRUCCION A RECICLAR O DEMOLER,MUY BUEN LOTE Y BUEN BARRIO.ACEPTA AUTO EN PARTE DE PAGO",,,0,US,0,,
8777,5/8/2008 0:00:00,132,Departamento,Buenos Aires,La Plata,Manuel B. Gonnet,Sobre Calle,,8707 // 16 505 Y 506,,,PERMUTA POR CASA,1,1,1,0,1,1,1,25,50,75,2,0,3,10,1,0,0,0,0,0,0,1,0,1,0,"interno por pasillo,2dormitorios,baño completo,cocina-comedor-living,lavadero separado y gran patio.Acepta permutas por casa hasta $ 200.000",,,0,PE,230000,,
8885,5/26/2011 0:00:00,132,Lote,Buenos Aires,La Plata,La Plata,Sobre Calle,,8812 // 8 63 y 64,,,,1,1,1,0,1,0,0,,1080,1080,0,2,5,30,1,0,0,0,0,0,0,0,0,0,0,"LOTE IRREGULAR DE 1080M2,GRAN ESPACIO TIPO COCHERA CUBIERTA Y OFICINA TIPO DUPLEX,CONSULTAS PERSONALES",,,0,PE,0,,
8894,6/4/2008 0:00:00,130,Campo,Buenos Aires,La Plata,City Bell,Sobre Calle,,8821 // 467 (11) entre 154 y 158,,,"EXELENTE FRACCION DE 17,5 Hra. Sobre calle 11",0,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXELENTE ZONA A METROS DEL GRAN BELL Y CON FUTURA SALIDA A RUTA 36. CON 400 MTS DE FRENTE SOBRE CALLE 11. POSIBILIDAD DE ACEPTAR PROPIEDAD EN PARTE DE PAGO Y POSIBLE FINANCIACION DE SALDO DE PRECIO.,,,0,US,0,,
